CGPA,Aptitude,Communication,Projects,Internship,Certifications,Placement
4.65,83,51,1,Yes,5,Yes
5.92,47,37,0,No,7,Yes
4.77,77,57,2,Yes,4,Yes
6.91,75,57,10,Yes,6,Yes
5.07,98,32,6,No,3,Yes
6.63,87,43,0,Yes,5,Yes
9.38,37,71,3,Yes,5,Yes
6.76,80,68,9,No,5,Yes
5.09,36,47,8,No,0,Yes
5.16,39,47,4,No,7,Yes
8.54,38,74,0,No,2,Yes
9.55,69,85,9,Yes,2,Yes
7.76,98,71,8,Yes,0,Yes
8.74,51,57,2,Yes,2,Yes
9.9,89,71,8,Yes,4,Yes
5.37,32,46,4,Yes,0,Yes
8.77,34,64,10,No,6,Yes
6.3,50,63,2,No,4,Yes
8.82,82,37,3,Yes,7,Yes
6.04,37,97,3,Yes,5,Yes
6.91,92,84,9,Yes,3,Yes
9.58,91,33,5,Yes,0,Yes
6.87,97,35,0,No,5,Yes
9.16,56,94,9,Yes,7,Yes
8.62,51,63,3,No,1,Yes
8.63,48,46,6,No,8,Yes
8.71,81,81,0,No,4,Yes
6.57,95,40,4,Yes,7,Yes
9.09,63,83,10,Yes,8,Yes
8.66,96,32,9,Yes,0,Yes
5.99,82,38,2,No,3,Yes
5.62,30,89,3,Yes,5,Yes
5.96,56,70,0,Yes,3,Yes
7.16,37,76,2,No,7,Yes
5.75,90,98,8,Yes,8,Yes
9.95,93,52,3,No,7,Yes
8.33,38,89,8,No,1,Yes
9.16,66,44,5,Yes,6,Yes
5.82,37,93,5,No,3,Yes
7.47,68,78,8,Yes,6,Yes
5.39,31,33,4,Yes,3,Yes
9.78,50,34,6,Yes,3,Yes
7.55,72,37,8,No,6,Yes
6.04,79,46,7,No,6,Yes
7.91,90,48,2,Yes,8,Yes
7.19,33,80,3,No,1,Yes
8.32,57,56,8,Yes,1,Yes
9.1,56,80,6,Yes,0,Yes
5.37,78,92,1,Yes,2,Yes
9.72,31,64,5,No,3,Yes
4.91,49,49,8,Yes,1,Yes
6.82,68,41,7,No,0,Yes
5.23,41,50,6,Yes,1,Yes
4.58,81,64,6,No,0,Yes
4.87,62,51,0,Yes,1,No
5.22,67,40,8,No,7,Yes
5.3,75,71,1,Yes,1,Yes
8.58,52,83,8,Yes,0,Yes
8.68,65,68,7,Yes,3,Yes
9.53,89,39,10,Yes,8,Yes
6.76,81,55,2,Yes,0,Yes
5.5,57,71,8,No,0,Yes
9.25,96,66,6,Yes,4,Yes
7.14,79,89,10,No,0,Yes
5.86,87,30,5,No,6,Yes
5.24,86,72,10,No,4,Yes
6.83,79,85,0,Yes,6,Yes
6.41,90,84,6,No,6,Yes
6.38,88,50,2,Yes,2,Yes
7.41,98,97,5,No,7,Yes
6.24,100,47,8,No,2,Yes
5.19,60,42,5,Yes,2,Yes
9.43,33,65,3,No,4,Yes
8.18,83,30,3,Yes,1,Yes
8.63,36,68,1,No,6,Yes
6.94,80,42,0,Yes,0,Yes
9.32,58,56,5,No,2,Yes
5.41,62,31,6,No,6,Yes
8.27,65,60,4,Yes,4,Yes
4.98,77,61,0,No,1,No
5.55,43,49,8,Yes,4,Yes
7.65,91,81,8,No,1,Yes
9.46,78,40,1,No,8,Yes
5.6,38,100,2,Yes,0,Yes
9.91,93,95,5,Yes,8,Yes
7.77,57,81,3,Yes,3,Yes
4.74,55,76,8,No,8,Yes
9.09,57,41,5,Yes,0,Yes
5.15,52,73,6,No,3,Yes
9.57,94,100,8,Yes,3,Yes
6.83,61,36,0,No,5,Yes
6.67,96,88,9,No,6,Yes
7.54,88,45,7,Yes,8,Yes
7.02,83,71,6,Yes,2,Yes
5.32,87,43,9,Yes,3,Yes
9.03,81,87,2,Yes,8,Yes
5.68,91,77,5,No,1,Yes
6.58,46,59,0,No,1,Yes
8.73,47,30,3,No,8,Yes
6.09,31,73,3,Yes,5,Yes
9.66,48,66,9,No,8,Yes
9.46,45,37,3,Yes,3,Yes
7.04,51,62,9,Yes,8,Yes
4.68,100,56,2,No,3,Yes
6.28,98,36,5,Yes,3,Yes
9.78,71,86,5,Yes,3,Yes
8.25,75,34,7,Yes,0,Yes
5.37,60,88,4,Yes,8,Yes
5.56,91,60,7,No,1,Yes
7.53,79,36,0,Yes,2,Yes
7.56,77,90,0,Yes,1,Yes
9.59,62,87,4,No,1,Yes
9.92,89,76,8,Yes,1,Yes
9.28,87,50,0,Yes,8,Yes
6.78,87,99,0,No,7,Yes
6.36,87,78,8,No,8,Yes
5.21,73,57,8,Yes,5,Yes
8.59,65,65,6,No,1,Yes
9.71,42,46,5,No,8,Yes
9.56,85,36,2,No,3,Yes
5.44,42,68,3,No,5,Yes
9.34,76,39,2,Yes,1,Yes
7.47,43,43,6,No,0,Yes
6.87,94,99,6,Yes,8,Yes
4.84,62,79,7,No,2,Yes
8.78,55,41,0,Yes,5,Yes
9.6,100,54,1,Yes,8,Yes
8.38,42,33,5,No,2,Yes
5.84,39,38,0,Yes,5,Yes
4.91,76,88,4,Yes,1,Yes
4.87,46,60,6,Yes,3,Yes
8.86,79,95,2,Yes,6,Yes
5.4,31,53,1,No,5,No
5.73,38,59,2,Yes,4,Yes
9.41,88,89,2,No,3,Yes
9.14,96,64,4,No,0,Yes
7.9,50,93,0,Yes,5,Yes
5.85,45,83,1,No,5,Yes
8.65,67,33,10,Yes,8,Yes
6.45,45,59,2,No,2,Yes
6.56,86,79,8,Yes,7,Yes
6.13,97,41,3,Yes,7,Yes
7.62,97,37,0,No,0,Yes
7.99,74,38,3,Yes,3,Yes
9.78,44,54,7,Yes,2,Yes
4.86,69,81,7,Yes,4,Yes
9.23,69,64,8,Yes,6,Yes
7.58,62,66,6,Yes,1,Yes
9.9,41,68,4,Yes,1,Yes
9.37,37,30,3,Yes,8,Yes
7.39,47,62,6,No,1,Yes
7.88,81,47,5,No,8,Yes
8.48,39,44,5,No,5,Yes
9.96,51,58,8,No,3,Yes
8.46,87,58,6,No,4,Yes
8.63,70,42,3,No,6,Yes
5.8,48,70,3,Yes,4,Yes
7.43,32,93,4,Yes,0,Yes
4.92,78,92,10,No,4,Yes
7.38,79,38,4,No,3,Yes
9.75,99,67,5,Yes,7,Yes
9.96,93,84,10,Yes,6,Yes
9.8,86,72,6,No,0,Yes
5.81,97,33,4,No,8,Yes
7.21,39,31,1,No,4,No
7.03,59,32,10,No,1,Yes
8.32,56,47,8,No,1,Yes
7.53,87,45,3,No,3,Yes
5.88,81,78,9,Yes,4,Yes
4.55,99,97,7,Yes,5,Yes
9.46,75,37,4,No,0,Yes
7.74,58,56,9,Yes,8,Yes
5.73,84,61,9,No,3,Yes
6.89,43,37,3,No,1,Yes
8.95,49,48,6,Yes,8,Yes
6.54,97,96,1,No,7,Yes
8.53,49,52,2,No,5,Yes
7.77,80,42,4,No,6,Yes
7.56,72,88,9,Yes,7,Yes
8.12,76,53,2,Yes,1,Yes
9.97,73,35,6,No,4,Yes
5.73,44,95,3,Yes,1,Yes
7.56,85,94,6,Yes,5,Yes
7.16,82,35,2,No,4,Yes
8.17,93,79,10,No,8,Yes
7.61,98,64,6,Yes,0,Yes
8.35,82,79,0,No,7,Yes
9.15,70,98,9,No,7,Yes
7.61,48,96,3,No,8,Yes
5.52,43,86,5,No,4,Yes
7.72,73,56,8,No,4,Yes
7.3,89,59,7,No,4,Yes
9.01,71,57,7,No,7,Yes
9.9,53,99,1,Yes,4,Yes
9.36,59,54,2,No,2,Yes
4.67,65,51,4,No,6,Yes
4.69,72,97,1,Yes,0,Yes
4.99,35,91,9,No,7,Yes
5.09,60,74,8,Yes,5,Yes
9.54,59,46,10,Yes,5,Yes
9.18,69,32,3,No,4,Yes
7.85,63,65,8,No,2,Yes
5.34,88,53,4,No,8,Yes
9.85,66,62,10,Yes,4,Yes
6.76,54,52,3,Yes,3,Yes
9.27,30,92,1,Yes,7,Yes
6.09,78,53,5,No,1,Yes
6.72,90,54,3,No,5,Yes
7.12,69,55,2,No,3,Yes
7.2,38,39,8,No,1,Yes
4.67,89,48,10,No,5,Yes
5.34,40,89,3,No,6,Yes
6.61,52,69,3,No,7,Yes
8.53,33,34,10,No,6,Yes
4.51,76,96,0,No,0,No
5.44,90,78,0,Yes,1,Yes
6.74,58,76,1,No,8,Yes
6.14,41,93,4,No,2,Yes
7.95,54,77,2,Yes,5,Yes
8.25,99,65,1,Yes,1,Yes
6.25,54,48,0,Yes,0,Yes
6.26,95,61,6,Yes,7,Yes
5.71,65,37,7,Yes,4,Yes
9.42,36,89,6,Yes,3,Yes
7.85,100,88,7,No,8,Yes
5.78,75,39,3,No,7,Yes
8.16,80,40,9,Yes,8,Yes
5.51,89,38,5,Yes,5,Yes
6.06,37,88,3,No,4,Yes
8.34,70,45,10,No,8,Yes
7.91,88,93,4,Yes,7,Yes
8.06,59,62,6,Yes,1,Yes
4.63,90,40,1,Yes,7,Yes
9.32,30,66,6,No,4,Yes
5.03,36,40,3,Yes,4,Yes
5.19,52,82,8,No,2,Yes
8.54,87,84,4,No,5,Yes
8.86,30,97,9,No,4,Yes
9.54,73,94,5,Yes,5,Yes
9.91,37,83,1,No,1,Yes
6.46,62,32,10,Yes,4,Yes
9.1,46,46,0,No,3,Yes
7.55,30,86,8,No,5,Yes
8.2,61,98,10,No,8,Yes
4.66,46,31,4,Yes,6,Yes
7.0,36,41,5,Yes,6,Yes
4.88,91,81,1,Yes,8,Yes
8.07,90,76,8,Yes,7,Yes
8.43,98,43,8,Yes,5,Yes
5.74,70,95,7,No,6,Yes
9.51,44,71,3,No,4,Yes
6.9,92,40,4,No,7,Yes
9.61,80,48,10,No,2,Yes
5.12,68,83,0,No,4,Yes
4.76,93,90,8,No,5,Yes
5.19,92,73,3,Yes,1,Yes
8.85,56,81,8,No,8,Yes
5.78,72,79,8,Yes,3,Yes
4.61,76,94,1,Yes,5,Yes
6.3,65,82,3,Yes,6,Yes
6.4,48,51,4,Yes,7,Yes
7.11,81,90,3,Yes,1,Yes
6.15,84,71,3,Yes,6,Yes
7.69,58,42,1,No,0,Yes
7.56,57,95,8,No,2,Yes
5.48,78,98,1,Yes,4,Yes
5.62,85,69,3,Yes,3,Yes
6.23,51,81,4,Yes,6,Yes
5.54,91,87,6,Yes,1,Yes
6.65,66,74,9,No,4,Yes
4.91,65,40,3,No,5,Yes
7.27,63,68,3,Yes,8,Yes
8.28,57,42,8,No,2,Yes
6.09,62,95,10,No,3,Yes
8.81,56,63,5,Yes,1,Yes
7.97,82,65,0,No,0,Yes
5.71,62,40,8,Yes,4,Yes
5.54,34,56,1,Yes,2,Yes
5.07,66,72,9,Yes,0,Yes
9.97,70,71,10,Yes,7,Yes
8.26,54,81,2,Yes,4,Yes
6.74,60,81,5,No,0,Yes
8.98,99,61,0,No,4,Yes
8.36,44,31,3,No,8,Yes
6.32,49,51,0,Yes,1,Yes
7.46,75,73,9,No,0,Yes
8.8,71,33,3,Yes,0,Yes
6.77,74,30,6,Yes,5,Yes
9.89,64,86,7,Yes,3,Yes
4.9,54,32,1,No,4,No
4.58,95,89,1,No,3,Yes
9.17,97,46,8,Yes,4,Yes
6.66,39,98,5,Yes,2,Yes
5.05,71,53,2,No,7,Yes
6.61,76,91,4,No,3,Yes
9.47,35,59,0,Yes,7,Yes
6.43,80,99,8,Yes,2,Yes
7.2,70,72,10,Yes,1,Yes
6.14,71,60,8,Yes,0,Yes
9.38,44,71,9,No,0,Yes
6.11,32,30,0,Yes,1,No
7.56,76,32,6,Yes,0,Yes
6.26,33,59,7,No,6,Yes
6.51,61,72,4,Yes,6,Yes
6.47,55,79,10,No,4,Yes
8.6,76,36,3,Yes,4,Yes
8.96,31,62,7,Yes,4,Yes
7.18,72,76,5,No,0,Yes
9.07,79,36,2,No,6,Yes
8.01,85,48,2,Yes,7,Yes
7.27,100,54,1,No,3,Yes
8.54,63,79,5,No,8,Yes
8.15,67,48,8,Yes,2,Yes
9.51,33,85,1,No,1,Yes
8.81,46,99,3,Yes,3,Yes
4.88,30,71,6,No,0,No
8.93,44,79,5,Yes,7,Yes
5.22,53,54,7,No,7,Yes
9.88,77,63,2,Yes,8,Yes
5.92,72,54,10,Yes,3,Yes
5.55,45,79,0,No,1,No
6.47,54,32,0,Yes,2,Yes
7.29,40,39,10,Yes,3,Yes
9.76,31,69,5,No,8,Yes
6.74,64,95,1,Yes,1,Yes
5.54,60,70,4,No,2,Yes
7.16,57,88,6,Yes,0,Yes
5.02,87,65,1,Yes,3,Yes
9.16,96,40,10,Yes,0,Yes
6.73,48,99,10,Yes,3,Yes
8.6,57,34,7,Yes,4,Yes
9.72,68,43,9,No,3,Yes
4.7,60,47,9,No,7,Yes
4.68,66,32,1,No,1,No
7.99,31,93,8,No,3,Yes
7.66,51,99,1,No,8,Yes
8.76,82,57,3,Yes,0,Yes
4.57,49,57,5,Yes,6,Yes
8.1,42,61,9,Yes,2,Yes
8.29,97,49,3,Yes,7,Yes
8.1,62,98,4,Yes,5,Yes
9.15,95,69,5,Yes,7,Yes
4.66,96,91,2,Yes,4,Yes
5.31,58,96,7,No,4,Yes
5.48,57,61,10,Yes,1,Yes
9.52,52,46,5,No,7,Yes
9.74,74,71,9,Yes,2,Yes
8.12,80,94,3,No,1,Yes
5.39,66,61,0,Yes,7,Yes
6.66,93,64,9,No,5,Yes
9.58,69,51,7,No,0,Yes
7.01,100,89,9,Yes,8,Yes
4.93,62,88,6,Yes,8,Yes
7.45,82,76,2,No,6,Yes
7.01,97,83,5,No,0,Yes
6.39,81,90,0,No,0,Yes
6.76,61,32,3,Yes,1,Yes
6.87,40,69,4,No,1,Yes
9.13,72,86,1,Yes,6,Yes
5.29,98,37,2,No,2,Yes
8.97,52,51,3,Yes,7,Yes
8.66,58,60,0,No,5,Yes
6.98,43,68,5,No,2,Yes
5.51,75,77,4,No,8,Yes
8.39,69,57,3,No,0,Yes
8.16,92,96,8,Yes,5,Yes
5.31,54,100,6,No,7,Yes
6.91,60,57,0,No,8,Yes
4.58,52,46,2,No,8,No
9.65,43,57,6,Yes,7,Yes
8.58,91,84,5,No,6,Yes
9.84,51,59,0,No,1,Yes
5.76,40,75,6,No,0,Yes
6.44,57,85,6,No,7,Yes
5.71,58,67,6,Yes,5,Yes
4.59,84,59,2,No,8,Yes
9.41,62,87,4,No,3,Yes
6.29,77,48,10,No,2,Yes
9.56,89,97,7,No,2,Yes
7.1,41,70,2,Yes,6,Yes
5.5,83,32,0,No,8,No
9.42,86,44,8,No,2,Yes
6.25,87,81,3,Yes,0,Yes
9.16,86,67,8,Yes,8,Yes
8.54,98,34,10,Yes,5,Yes
7.86,80,78,9,Yes,2,Yes
9.94,73,30,0,Yes,4,Yes
8.84,40,95,9,Yes,0,Yes
8.57,57,60,9,No,8,Yes
7.48,83,73,10,Yes,7,Yes
7.05,88,71,9,No,5,Yes
4.65,31,37,9,Yes,3,Yes
6.27,54,37,9,No,1,Yes
5.72,82,60,6,No,5,Yes
5.47,80,76,7,No,7,Yes
7.0,30,50,10,Yes,8,Yes
6.08,44,59,10,No,0,Yes
9.73,81,58,0,Yes,8,Yes
6.69,55,46,10,No,1,Yes
6.9,100,81,7,Yes,6,Yes
4.86,43,57,1,Yes,5,No
7.86,85,93,8,Yes,7,Yes
5.04,43,31,3,No,2,No
7.12,64,67,8,Yes,2,Yes
8.11,55,70,3,Yes,5,Yes
9.95,75,91,7,No,5,Yes
8.35,63,40,9,No,7,Yes
5.08,53,50,2,Yes,2,Yes
5.72,100,34,9,No,8,Yes
9.18,53,66,8,No,2,Yes
4.51,66,85,10,Yes,8,Yes
7.53,87,31,2,No,6,Yes
4.54,47,77,8,No,0,Yes
10.0,54,35,6,Yes,2,Yes
5.85,73,61,7,No,3,Yes
7.09,98,48,7,Yes,2,Yes
5.45,65,97,5,Yes,4,Yes
6.32,50,50,10,No,8,Yes
8.0,72,74,4,Yes,5,Yes
8.68,53,66,2,No,4,Yes
6.31,76,30,4,No,1,Yes
7.77,96,82,2,Yes,6,Yes
5.92,30,91,10,No,8,Yes
8.27,45,74,2,No,1,Yes
7.18,41,80,4,Yes,1,Yes
6.62,48,68,2,No,0,No
6.07,98,60,2,No,2,Yes
6.0,73,60,2,No,4,Yes
6.06,80,70,8,No,6,Yes
5.16,94,39,4,Yes,5,Yes
4.93,40,78,9,No,4,Yes
7.39,48,52,5,Yes,6,Yes
6.89,33,32,8,No,5,Yes
8.92,82,57,10,No,5,Yes
6.15,89,57,10,Yes,1,Yes
8.44,42,85,1,No,5,Yes
6.53,80,77,4,No,7,Yes
8.07,65,42,5,Yes,7,Yes
7.48,87,99,3,No,2,Yes
4.7,59,95,4,No,5,Yes
7.21,38,64,0,No,0,Yes
6.1,50,98,4,No,2,Yes
8.1,90,64,8,No,4,Yes
9.87,86,53,8,No,2,Yes
5.88,85,38,1,No,1,No
6.44,95,60,2,No,3,Yes
9.83,35,62,10,Yes,5,Yes
6.53,54,75,4,No,0,Yes
9.2,76,70,4,Yes,4,Yes
7.62,56,73,9,No,4,Yes
5.08,79,93,0,No,4,Yes
5.27,37,89,4,No,8,Yes
9.3,34,59,2,No,2,Yes
7.46,30,38,0,Yes,5,Yes
4.57,100,70,10,Yes,5,Yes
5.25,66,93,7,No,0,Yes
6.67,92,85,9,No,4,Yes
7.43,68,42,3,Yes,8,Yes
7.17,75,54,2,Yes,4,Yes
8.55,74,84,3,Yes,6,Yes
5.56,51,65,10,No,4,Yes
5.44,42,81,10,Yes,4,Yes
7.4,63,98,8,Yes,4,Yes
5.5,49,57,6,No,8,Yes
4.57,33,55,5,No,8,Yes
9.35,34,76,9,Yes,7,Yes
7.0,42,84,9,No,5,Yes
9.04,86,47,7,Yes,5,Yes
5.15,87,54,5,Yes,1,Yes
5.72,64,93,0,No,3,Yes
9.24,82,81,2,Yes,5,Yes
9.26,95,94,9,No,4,Yes
8.36,57,52,10,Yes,1,Yes
7.01,84,31,5,No,2,Yes
6.13,94,72,0,Yes,5,Yes
9.64,50,34,1,Yes,5,Yes
8.51,47,72,5,Yes,1,Yes
7.54,69,40,9,Yes,7,Yes
6.64,79,66,4,No,4,Yes
8.18,44,31,4,Yes,8,Yes
9.47,36,96,3,Yes,5,Yes
6.83,89,42,10,Yes,5,Yes
8.29,33,56,2,No,5,Yes
4.81,69,37,9,Yes,0,Yes
8.67,72,76,8,Yes,2,Yes
8.69,60,94,0,Yes,5,Yes
6.56,32,63,5,No,3,Yes
8.99,63,33,1,Yes,0,Yes
9.31,45,72,8,Yes,1,Yes
8.83,63,44,4,Yes,8,Yes
5.57,89,30,7,No,2,Yes
8.67,77,59,1,No,7,Yes
4.52,99,77,9,Yes,3,Yes
6.53,32,85,0,Yes,2,Yes
5.38,45,64,6,Yes,8,Yes
5.15,47,56,5,No,7,Yes
8.5,96,85,8,Yes,6,Yes
8.2,60,55,8,No,5,Yes
9.66,37,59,10,No,8,Yes
5.63,96,92,3,Yes,1,Yes
5.37,99,80,8,Yes,2,Yes
9.06,51,84,1,Yes,3,Yes
6.48,40,95,5,Yes,2,Yes
7.42,100,54,10,No,4,Yes
7.22,94,65,6,Yes,2,Yes
5.83,96,80,7,Yes,8,Yes
5.41,47,46,8,Yes,4,Yes
6.37,100,37,3,Yes,7,Yes
7.46,71,47,3,No,2,Yes
5.18,58,99,2,No,8,Yes
5.09,52,30,9,No,1,Yes
9.42,43,45,3,Yes,7,Yes
4.97,54,79,1,No,3,Yes
7.94,77,84,3,Yes,8,Yes
5.76,92,31,5,No,0,Yes
4.55,94,74,4,Yes,3,Yes
4.68,70,30,1,No,5,Yes
8.32,65,87,9,No,6,Yes
5.78,97,77,1,No,3,Yes
7.43,99,88,10,Yes,7,Yes
8.82,91,98,0,No,4,Yes
8.1,35,68,0,No,1,Yes
4.8,64,100,8,Yes,6,Yes
5.23,46,40,10,No,3,Yes
5.98,98,56,3,Yes,8,Yes
6.06,65,60,7,No,6,Yes
5.88,78,41,2,No,5,Yes
8.01,87,61,8,No,0,Yes
6.05,81,53,1,No,5,Yes
9.87,56,100,9,Yes,7,Yes
5.06,69,48,6,Yes,5,Yes
7.49,64,46,3,No,6,Yes
8.16,47,88,4,Yes,7,Yes
6.97,81,61,4,Yes,8,Yes
7.35,41,70,5,Yes,4,Yes
6.27,53,95,4,Yes,6,Yes
7.52,39,47,7,Yes,4,Yes
9.61,39,48,5,No,2,Yes
9.7,97,64,5,No,1,Yes
7.99,62,99,10,Yes,1,Yes
8.28,66,92,7,No,8,Yes
8.61,47,51,4,No,8,Yes
9.4,66,31,6,Yes,0,Yes
4.62,81,61,8,Yes,7,Yes
8.61,99,48,2,No,2,Yes
4.99,100,60,5,Yes,2,Yes
8.81,98,79,5,Yes,2,Yes
8.03,47,50,4,Yes,2,Yes
9.4,34,82,9,No,4,Yes
5.08,58,32,7,Yes,5,Yes
8.34,50,37,9,No,6,Yes
9.79,72,75,9,Yes,3,Yes
5.4,37,35,10,No,3,Yes
9.24,95,90,5,No,7,Yes
6.24,89,72,3,Yes,8,Yes
9.28,89,53,0,No,1,Yes
8.73,53,58,7,Yes,1,Yes
9.18,79,63,9,Yes,2,Yes
6.8,91,74,2,No,5,Yes
5.98,40,81,4,Yes,3,Yes
5.72,54,90,1,No,3,Yes
7.95,71,71,10,Yes,4,Yes
9.85,49,57,7,Yes,7,Yes
7.33,76,100,0,No,4,Yes
9.58,92,85,2,No,6,Yes
9.63,57,47,3,No,0,Yes
7.83,98,59,2,No,0,Yes
8.97,60,88,2,No,4,Yes
7.59,99,61,10,No,1,Yes
8.95,49,76,5,No,3,Yes
6.05,99,49,1,Yes,7,Yes
5.33,38,38,1,Yes,7,Yes
6.47,51,65,9,No,8,Yes
6.6,40,91,1,Yes,5,Yes
4.79,71,99,1,No,7,Yes
6.05,48,60,2,Yes,1,Yes
6.03,69,82,2,Yes,7,Yes
5.63,56,66,2,No,0,No
6.01,91,92,1,No,4,Yes
6.42,73,68,5,No,8,Yes
6.89,45,33,6,Yes,0,Yes
7.69,44,43,8,Yes,0,Yes
4.86,69,92,1,Yes,5,Yes
8.28,50,30,9,Yes,0,Yes
9.84,35,49,5,No,8,Yes
5.3,88,88,2,Yes,4,Yes
4.76,56,84,3,Yes,7,Yes
7.77,51,67,4,No,4,Yes
8.42,88,60,5,No,8,Yes
5.12,52,71,7,No,2,Yes
5.58,53,100,8,Yes,8,Yes
6.94,92,69,7,Yes,7,Yes
7.2,36,30,4,No,8,Yes
6.09,47,31,7,Yes,5,Yes
5.86,57,47,10,No,7,Yes
4.72,68,99,5,No,0,Yes
6.5,89,35,9,Yes,8,Yes
6.58,83,37,3,Yes,6,Yes
6.23,82,43,0,No,3,Yes
5.8,66,61,6,Yes,2,Yes
5.27,31,40,1,Yes,0,No
7.09,31,89,3,Yes,5,Yes
7.99,79,44,0,Yes,8,Yes
9.31,59,72,0,Yes,6,Yes
5.98,41,97,10,Yes,7,Yes
7.6,47,100,1,No,6,Yes
6.45,76,64,6,No,7,Yes
6.28,34,98,1,No,1,Yes
6.94,100,41,7,Yes,6,Yes
8.83,35,48,10,Yes,3,Yes
9.94,52,59,1,No,0,Yes
8.99,41,73,9,Yes,7,Yes
9.57,65,91,9,No,3,Yes
6.09,67,31,6,Yes,7,Yes
4.65,100,78,6,No,8,Yes
6.65,70,49,6,Yes,2,Yes
6.83,68,62,4,Yes,8,Yes
9.65,49,99,10,Yes,4,Yes
5.92,48,79,4,Yes,2,Yes
7.69,89,59,2,Yes,6,Yes
6.29,85,90,3,No,3,Yes
9.64,69,76,10,Yes,7,Yes
6.76,63,55,7,Yes,8,Yes
7.57,69,33,6,No,8,Yes
9.64,80,54,1,No,2,Yes
6.64,44,51,3,Yes,2,Yes
7.57,64,54,7,Yes,0,Yes
8.85,72,98,1,No,0,Yes
8.3,34,98,8,No,5,Yes
4.61,93,68,0,No,4,No
4.52,62,99,10,No,5,Yes
8.0,53,72,3,Yes,7,Yes
8.76,60,40,7,No,4,Yes
7.39,71,89,5,Yes,1,Yes
4.6,32,89,7,No,0,Yes
5.39,78,98,5,Yes,5,Yes
4.66,100,100,3,Yes,7,Yes
6.24,56,68,2,No,8,Yes
5.79,66,53,3,No,0,Yes
9.24,42,41,3,No,2,Yes
7.23,56,61,8,Yes,7,Yes
6.67,61,88,1,No,4,Yes
5.9,55,92,9,Yes,3,Yes
5.97,50,89,9,Yes,8,Yes
9.5,78,100,5,No,0,Yes
6.49,55,80,2,No,1,Yes
6.42,62,88,1,Yes,7,Yes
9.15,72,44,3,Yes,6,Yes
5.64,75,36,10,Yes,0,Yes
7.82,50,86,8,No,6,Yes
9.83,57,94,1,Yes,1,Yes
7.19,61,64,1,Yes,7,Yes
7.72,37,95,10,No,5,Yes
8.81,83,34,3,Yes,0,Yes
5.68,48,90,7,Yes,4,Yes
6.22,74,79,9,Yes,1,Yes
5.94,80,43,9,No,0,Yes
9.02,58,94,10,No,6,Yes
5.12,76,57,2,No,2,No
6.45,48,45,6,Yes,3,Yes
5.84,68,44,5,No,0,Yes
5.9,90,36,6,Yes,4,Yes
6.27,69,82,10,No,5,Yes
5.88,88,64,7,No,2,Yes
8.44,68,39,1,Yes,1,Yes
8.95,50,64,4,No,4,Yes
5.69,66,96,9,Yes,8,Yes
6.98,47,87,1,Yes,3,Yes
9.54,34,97,2,No,7,Yes
9.65,85,37,3,Yes,4,Yes
8.63,56,61,9,No,6,Yes
5.25,78,49,3,No,8,Yes
6.91,36,93,9,Yes,3,Yes
7.79,85,73,8,Yes,7,Yes
8.12,78,61,4,No,4,Yes
7.94,79,67,10,No,2,Yes
5.85,41,90,5,Yes,7,Yes
7.06,94,51,5,No,8,Yes
4.77,50,58,8,Yes,8,Yes
5.79,94,78,7,Yes,0,Yes
9.47,73,98,1,No,3,Yes
8.15,71,50,5,No,8,Yes
7.98,42,70,5,No,1,Yes
5.1,98,94,2,Yes,6,Yes
5.92,93,71,3,No,7,Yes
6.88,90,90,1,Yes,5,Yes
8.76,31,44,1,No,0,Yes
8.63,70,32,2,Yes,3,Yes
5.79,32,49,0,Yes,8,Yes
7.57,65,69,5,Yes,1,Yes
9.03,75,67,2,Yes,0,Yes
5.34,74,67,7,No,4,Yes
4.64,53,48,6,Yes,3,Yes
4.93,83,83,3,Yes,4,Yes
9.31,72,31,4,No,0,Yes
9.55,75,32,5,No,0,Yes
8.0,67,46,2,Yes,0,Yes
5.41,82,39,6,Yes,8,Yes
7.89,50,44,0,Yes,4,Yes
6.43,54,50,0,Yes,7,Yes
8.81,41,40,1,No,3,Yes
5.14,97,79,7,Yes,6,Yes
5.24,98,87,0,Yes,3,Yes
8.46,45,61,8,Yes,0,Yes
5.45,75,100,2,Yes,1,Yes
7.3,76,83,1,Yes,4,Yes
5.0,48,92,8,No,5,Yes
9.88,69,95,5,No,5,Yes
9.94,75,61,8,No,1,Yes
7.5,48,55,10,No,1,Yes
5.06,87,60,1,No,1,No
7.56,37,34,7,Yes,5,Yes
8.51,66,87,7,No,5,Yes
5.46,40,80,7,Yes,5,Yes
7.8,72,30,5,Yes,3,Yes
5.16,89,70,7,No,6,Yes
5.76,55,30,3,Yes,4,Yes
9.5,60,46,8,No,8,Yes
9.13,38,89,8,No,5,Yes
8.8,64,47,7,Yes,0,Yes
8.86,30,68,5,No,8,Yes
9.83,30,33,7,Yes,1,Yes
4.55,42,90,1,No,7,Yes
7.64,54,85,10,Yes,7,Yes
4.61,30,70,3,No,4,No
8.06,54,77,1,Yes,6,Yes
8.9,84,89,5,No,7,Yes
8.05,63,40,8,No,7,Yes
8.16,61,100,0,No,5,Yes
6.19,67,33,2,No,2,Yes
8.23,79,37,7,No,4,Yes
7.25,94,80,5,Yes,1,Yes
5.65,48,93,0,Yes,6,Yes
4.71,70,51,5,Yes,0,Yes
4.72,87,36,4,Yes,0,Yes
6.64,65,37,9,Yes,1,Yes
